battle_time,battle_type,game_mode,player_tag,player_name,player_crowns,player_starting_trophies,opponent_tag,opponent_name,opponent_crowns,opponent_starting_trophies,result,player_deck,opponent_deck,player_deck_hash,opponent_deck_hash,player_king_tower_hp,opponent_king_tower_hp
20260614T062047.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,0,2551.0,#20Y0GGGUP2,加急Sinistro™,1,2488.0,LOSS,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Giant Snowball,Giant,Witch,Mini P.E.K.K.A,Arrows,Graveyard,Bowler,Minions",08d7ab3828aad335f9b9a3371753ae8b,8511abd005d0da49b9f537f6e3550d99,2900,7728
20260614T060821.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,0,2588.0,#GP80RY2G,avvvv,1,2498.0,LOSS,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Valkyrie,Goblins,Executioner,Tornado,Hog Rider,The Log,Ice Spirit,Rocket",08d7ab3828aad335f9b9a3371753ae8b,356eedb453a69965601bd4c6603bd7bb,6077,6006
20260614T060036.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,0,2619.0,#UYLRYLYV0,JL ♥️ #RUDY,1,2599.0,LOSS,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Musketeer,Bowler,Giant Snowball,Arrows,Night Witch,Guards,Giant,Graveyard",08d7ab3828aad335f9b9a3371753ae8b,d05fc81d8393e4336f7b12197e49bfe7,415,7728
20260614T055242.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,3,2600.0,#8CVC9U8YR,Alahmari✨,1,2476.0,WIN,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Royal Recruits,Barbarian Barrel,Goblin Cage,Royal Hogs,Flying Machine,Arrows,Electro Spirit,Zappies",08d7ab3828aad335f9b9a3371753ae8b,dd78be930eb22a5b1f9f56b176b6f3a9,5424,0
20260614T054609.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,0,2630.0,#R8RJ9Q90,西蒙丨basim✨,1,2623.0,LOSS,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Goblin Cage,Barbarian Barrel,Royal Recruits,Electro Spirit,Flying Machine,Royal Hogs,Arrows,Zappies",08d7ab3828aad335f9b9a3371753ae8b,dd78be930eb22a5b1f9f56b176b6f3a9,7728,7728
20260614T044444.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,3,2611.0,#89RY929Q,⚡️ReinHard⚡️,1,2480.0,WIN,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Musketeer,Balloon,Giant Snowball,Ice Golem,Barbarian Barrel,Skeletons,Bomb Tower,Miner",08d7ab3828aad335f9b9a3371753ae8b,a2f1727f8ba69c5267833e7d83c22b92,6322,0
20260614T001334.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,3,2589.0,#PP2UY0P00,TR⚡️Sosa✞,1,2506.0,WIN,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Inferno Dragon,Knight,Baby Dragon,Balloon,Bowler,Barbarian Barrel,Freeze,Tornado",08d7ab3828aad335f9b9a3371753ae8b,c5cf2c5a7ced42e9484eb8f705551723,5300,0
20260614T000924.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,2,2561.0,#JPCRVGLY,すずかもね？,1,2539.0,WIN,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Royal Hogs,Magic Archer,Cannon,Skeletons,Earthquake,Royal Delivery,Fire Spirit,The Log",08d7ab3828aad335f9b9a3371753ae8b,ccb304eb24c824a1b7255b86a6c633de,7041,3294
20260613T233620.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,2,2596.0,#VCY9C22CL,☯️Ying-Yang☯️,3,2528.0,LOSS,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Bats,Balloon,Skeletons,Freeze,Giant,Minions,Bomber,Arrows",08d7ab3828aad335f9b9a3371753ae8b,9cf4038662d9ec670f8629caf84a1058,0,4455
20260613T233142.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,3,2578.0,#YP8RUU2UL,TR⚡️Matthew⚡️,1,2437.0,WIN,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Inferno Dragon,Knight,Baby Dragon,Bowler,Balloon,Tornado,Freeze,Barbarian Barrel",08d7ab3828aad335f9b9a3371753ae8b,c5cf2c5a7ced42e9484eb8f705551723,6706,0
20260613T232443.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,1,2538.0,#222LJ8Y8,⇀スキル丨Hadi,0,2667.0,WIN,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Zap,Giant,Mega Minion,Bomber,Prince,Rage,Dark Prince,Fireball",08d7ab3828aad335f9b9a3371753ae8b,7b2221d973fda8896968edcf110dc724,7728,6756
20260613T231951.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,1,2509.0,#Q82Q29YUC,علي ولي الله,0,2503.0,WIN,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Skeleton Barrel,Goblins,Mortar,Cannon Cart,Fireball,Rascals,Minions,Electro Spirit",08d7ab3828aad335f9b9a3371753ae8b,c50fd68078842d0696e5b8582a4942a8,7728,1829
20260613T231624.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,0,2545.0,#22Q8LLU8J,Naginy毒❤️,1,2473.0,LOSS,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Giant Snowball,Balloon,Executioner,Tombstone,Zappies,Tornado,Giant Skeleton,Miner",08d7ab3828aad335f9b9a3371753ae8b,73d6b6c557c3983da1f9fbf4bed5d8af,7728,7728
20260613T231251.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,0,2578.0,#UJY9VC0QR,IvánGG,1,2534.0,LOSS,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Royal Giant,Barbarian Barrel,Royal Ghost,Skeletons,Fireball,Hunter,Electro Spirit,Fisherman",08d7ab3828aad335f9b9a3371753ae8b,75cc742332d9c9b6f562c44e8c8be85c,7728,6732
20260613T135432.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,2,2548.0,#20PRCUJ0LR,Ijihu,1,2555.0,WIN,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Goblin Barrel,Goblins,Wall Breakers,Valkyrie,Cannon,Dart Goblin,Rocket,Ice Spirit",08d7ab3828aad335f9b9a3371753ae8b,325ce355bc9a24dc128f87149f59c64b,5907,2263
20260613T135020.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,1,2525.0,#CQQQ2VUPY,o my days,0,2446.0,WIN,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Skeletons,Musketeer,Cannon,Ice Golem,Hog Rider,Fireball,Ice Spirit,The Log",08d7ab3828aad335f9b9a3371753ae8b,3babc096f0fdd095df0838bf01e2e737,7728,7728
20260613T120258.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,3,2497.0,#UUC002QYL,Frontier✨白影,1,2476.0,WIN,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Mega Knight,Golden Knight,Battle Ram,Electro Wizard,Arrows,Bandit,Mother Witch,Skeleton Dragons",08d7ab3828aad335f9b9a3371753ae8b,e84f3c9ecf26d21bb5d8ec8ff7dab141,1449,0
20260613T114335.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,0,2531.0,#LYVRPV22Q,G❄️at Beethoven,3,2484.0,LOSS,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Wall Breakers,Archer Queen,Mega Knight,Bandit,Arrows,Bats,Prince,Zap",08d7ab3828aad335f9b9a3371753ae8b,f01d330d316e874c2d5d09236b5f0bdd,0,7728
20260613T104647.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,0,2571.0,#PP2UY0P00,TR⚡️Sosa✞,1,2445.0,LOSS,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","Inferno Dragon,Knight,Baby Dragon,Balloon,Bowler,Barbarian Barrel,Freeze,Tornado",08d7ab3828aad335f9b9a3371753ae8b,c5cf2c5a7ced42e9484eb8f705551723,7728,7728
20260613T103819.000Z,pathOfLegend,Ranked1v1_NewArena,#20PURRGR2,G❄at l Luca,3,2540.0,#YP8RUU2UL,TR⚡️Matthew⚡️,1,2555.0,WIN,"Zap,Mega Minion,Lumberjack,Arrows,Golem,Bomber,Night Witch,Elite Barbarians","P.E.K.K.A,Balloon,Baby Dragon,Lumberjack,Barbarian Barrel,Ice Wizard,Tornado,Freeze",08d7ab3828aad335f9b9a3371753ae8b,5b33246410351c225f196cc85e503eda,6180,0
20260614T132056.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2617.0,#LYVRPV22Q,G❄️at Beethoven,0,2575.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Wall Breakers,Archer Queen,Mega Knight,Bandit,Goblin Gang,Bats,Prince,Arrows",47e9fde6909d4cc2e8a7186f17d9d14f,647550c55bb6ec5b73473a2438cd13ce,7728,7728
20260614T113929.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2589.0,#2VJCUR2J2,DestroyerSP1,0,2571.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Battle Ram,Skeleton King,Royal Recruits,Arrows,Fireball,Zappies,Mother Witch,Fisherman",47e9fde6909d4cc2e8a7186f17d9d14f,339e3696d0d1e182397b48d93f880eb7,7728,4916
20260614T113335.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2557.0,#RUQ0JU2P,Asaf,0,2583.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Skeleton Barrel,Skeleton King,Skeleton Army,Vines,Dart Goblin,Mother Witch,Rascals,Wall Breakers",47e9fde6909d4cc2e8a7186f17d9d14f,2057a0ea1ea721cfaebf0c7a9477a7f5,7728,7728
20260614T112602.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,0,2574.0,#20PRCUJ0LR,Ijihu,1,2722.0,LOSS,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Skeleton Army,Knight,Goblin Barrel,Dart Goblin,Princess,Ice Spirit,Inferno Tower,The Log",47e9fde6909d4cc2e8a7186f17d9d14f,7a36d3eb9da3436932dd45a515a5222c,7728,7728
20260614T112146.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2553.0,#L0Q8G8JG,❤️Storm❤️,0,2446.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Minion Horde,Knight,Wall Breakers,Goblin Gang,Inferno Tower,Miner,Princess,The Log",47e9fde6909d4cc2e8a7186f17d9d14f,547a4f9dfa61756ccb432f4e26b566c0,7728,3526
20260614T111647.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2535.0,#9PQ8VCR0U,jacky,0,2401.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Skeleton Barrel,Goblins,Mortar,Barbarian Barrel,Fireball,Minions,Dart Goblin,Knight",47e9fde6909d4cc2e8a7186f17d9d14f,bd3c6acc7eb7642c29860b3b96bb5491,7728,2472
20260614T111147.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,0,2565.0,#P8P0Q8CJ,Turan✨,1,2557.0,LOSS,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fireball,Skeletons,Electro Spirit,Fisherman",47e9fde6909d4cc2e8a7186f17d9d14f,75cc742332d9c9b6f562c44e8c8be85c,7728,6628
20260614T110708.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,0,2604.0,#C89G2280Q,列车❄️チルノ,1,2496.0,LOSS,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Musketeer,Balloon,Giant Snowball,Bomb Tower,Barbarian Barrel,Skeletons,Ice Golem,Miner",47e9fde6909d4cc2e8a7186f17d9d14f,a2f1727f8ba69c5267833e7d83c22b92,6930,6930
20260614T105601.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2578.0,#GR9L9V2LU,CAPGUN,0,2542.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Minion Horde,Goblins,Mortar,Miner,Arrows,Rascals,Cannon Cart,Skeleton Dragons",47e9fde6909d4cc2e8a7186f17d9d14f,728a63f597b9375d4c40b49542756a15,7728,7728
20260614T103930.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2549.0,#YUYR99U,Abo7assan1,0,2540.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Skeleton Barrel,Goblins,Mortar,Cannon Cart,Fireball,Minions,Rascals,Barbarian Barrel",47e9fde6909d4cc2e8a7186f17d9d14f,7d992c824a2f3c8c09976467b00ae27e,7728,7728
20260614T103310.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2527.0,#Q8JRV2YYG,dxxongg 006,0,2443.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Goblin Barrel,Barbarian Barrel,Dart Goblin,Bomb Tower,Fire Spirit,Electro Spirit,Wall Breakers,Dark Prince",47e9fde6909d4cc2e8a7186f17d9d14f,c0a0c420e4f482268f1ff3ab67d788a9,6635,6635
20260614T102647.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2507.0,#VU00RVRQG,夜声带走最后一个我,0,2397.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Hunter,Balloon,Zap,Miner,Giant Skeleton,Ice Golem,Minions,Electro Spirit",47e9fde6909d4cc2e8a7186f17d9d14f,c3f1f22be2cd5439e6bb74a12305d2c0,7728,7218
20260614T102217.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2470.0,#URQGGQLV8,S P A M*,0,2556.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Skeleton Barrel,Mighty Miner,Wall Breakers,Arrows,Rocket,Guards,Dart Goblin,Royal Recruits",47e9fde6909d4cc2e8a7186f17d9d14f,7cdb0f6a5634ba70a2893eb8573950c3,7728,2833
20260614T101817.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2441.0,#UCPGLPVGU,门神Solaman,0,2436.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Executioner,Balloon,Knight,Miner,Bomb Tower,Skeletons,Tornado,Zap",47e9fde6909d4cc2e8a7186f17d9d14f,8b9be3de3240d2f7a06cd391983144a0,7320,6069
20260614T101257.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,0,2461.0,#28C2JC9V2,tw nandomini__,1,2569.0,LOSS,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Wizard,Giant,Mini P.E.K.K.A,Heal Spirit,Tornado,Sparky,Skeletons,Zap",47e9fde6909d4cc2e8a7186f17d9d14f,8393f9d235b2a76feb6520479fc490b6,3436,5991
20260614T100936.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2421.0,#YUQYJV08,RamboOo,0,2554.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Executioner,Boss Bandit,Minion Horde,Freeze,Guards,Zap,Elite Barbarians,Hog Rider",47e9fde6909d4cc2e8a7186f17d9d14f,a8b3c22b192fe2581e532daf291f9c98,7728,6113
20260614T100457.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2401.0,#UPRYYRVVR,Anar 21CM,0,2284.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Valkyrie,Mega Minion,Zap,Lava Hound,Balloon,Fireball,Baby Dragon,Tombstone",47e9fde6909d4cc2e8a7186f17d9d14f,1982b240ab5129cb157a4406f64bdf04,7728,7728
20260614T095835.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,0,2421.0,#CRLLCV8P0,Falcony ♆ 擴大機,1,2530.0,LOSS,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Executioner,Boss Bandit,Royal Ghost,Bandit,Giant Snowball,Guards,Lightning,Hog Rider",47e9fde6909d4cc2e8a7186f17d9d14f,794b126ac9baa3cd607cace614c4499f,7728,7728
20260614T095322.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,0,2448.0,#YP8RUU2UL,TR⚡️Matthew⚡️,1,2480.0,LOSS,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Inferno Dragon,Knight,Baby Dragon,Bowler,Balloon,Tornado,Freeze,Barbarian Barrel",47e9fde6909d4cc2e8a7186f17d9d14f,c5cf2c5a7ced42e9484eb8f705551723,6000,7311
20260614T094957.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,3,2420.0,#JLY0CGU9J,Star Alex,0,2407.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Skeletons,Balloon,Bats,Freeze,Giant,Minions,Arrows,Bomber",47e9fde6909d4cc2e8a7186f17d9d14f,9cf4038662d9ec670f8629caf84a1058,7728,0
20260614T094821.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2450.0,#P8P0Q8CJ,Turan✨,2,2444.0,LOSS,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fireball,Skeletons,Electro Spirit,Fisherman",47e9fde6909d4cc2e8a7186f17d9d14f,75cc742332d9c9b6f562c44e8c8be85c,4296,3425
20260614T094332.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2419.0,#VU00RVRQG,夜声带走最后一个我,0,2439.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Hunter,Balloon,Zap,Miner,Giant Skeleton,Ice Golem,Minions,Electro Spirit",47e9fde6909d4cc2e8a7186f17d9d14f,c3f1f22be2cd5439e6bb74a12305d2c0,7728,7728
20260614T093831.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,2,2391.0,#U2RLY0CLG,؏ـراقي ┋✨♥,1,2373.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Barbarians,Monk,Electro Dragon,Arrows,Rage,Battle Healer,Night Witch,Elixir Golem",47e9fde6909d4cc2e8a7186f17d9d14f,74312735723769355ae0dbc7676b2868,7626,2131
20260614T093505.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2353.0,#L0Q8G8JG,❤️Storm❤️,0,2455.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Minion Horde,Knight,Wall Breakers,Goblin Gang,Inferno Tower,Miner,Princess,The Log",47e9fde6909d4cc2e8a7186f17d9d14f,547a4f9dfa61756ccb432f4e26b566c0,7502,7502
20260614T092847.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2323.0,#UUPL8Y092,<c9>Zaharia 别哭了,0,2330.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Barbarian Barrel,Royal Ghost",47e9fde6909d4cc2e8a7186f17d9d14f,47e9fde6909d4cc2e8a7186f17d9d14f,7728,7728
20260614T092347.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,1,2298.0,#C89G2280Q,列车❄️チルノ,0,2247.0,WIN,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Musketeer,Balloon,Giant Snowball,Bomb Tower,Barbarian Barrel,Skeletons,Ice Golem,Miner",47e9fde6909d4cc2e8a7186f17d9d14f,a2f1727f8ba69c5267833e7d83c22b92,7728,7728
20260614T091935.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,0,2334.0,#20GV29VPQY,Hit✨️,1,2263.0,LOSS,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Archers,Giant,Musketeer,Arrows,Bowler,Dark Prince,Vines,Guards",47e9fde6909d4cc2e8a7186f17d9d14f,b122f668994510a206c53846403a7269,4952,7728
20260614T091621.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,0,2367.0,#CYUC2RU,$deepdownlow$,1,2321.0,LOSS,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Barbarians,Ice Golem,Bats,Minions,Hog Rider,Freeze,Arrows,Fireball",47e9fde6909d4cc2e8a7186f17d9d14f,0d986a16da27c9a46863cd1960b82323,7728,7728
20260614T015947.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,0,2399.0,#8YG02JJVG,Shine｜繁星✨,1,2373.0,LOSS,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Tesla,Mighty Miner,Firecracker,Skeletons,Electro Spirit,Earthquake,Barbarian Barrel,Hog Rider",47e9fde6909d4cc2e8a7186f17d9d14f,339e311698662b1f322e6c50ff9bf646,5861,6065
20260614T015425.000Z,pathOfLegend,Ranked1v1_NewArena,#LYYRJ82U0,STARR NOVA,0,2429.0,#9LVP2RCLL,Steeef,1,2423.0,LOSS,"Battle Ram,Wizard,Dark Prince,Giant Skeleton,Mother Witch,Vines,Royal Ghost,Barbarian Barrel","Bats,Magic Archer,Wall Breakers,Berserker,Bomb Tower,Fire Spirit,Miner,Royal Delivery",47e9fde6909d4cc2e8a7186f17d9d14f,ca1585260cfaf960fa3d3a458242fdf0,5799,5799
20260614T122459.000Z,pathOfLegend,Ranked1v1_NewArena,#UV2UJQLCL,Manish,1,2613.0,#220VPRQJ90,Limakulus,0,2567.0,WIN,"Cannon,Mighty Miner,Princess,Goblin Barrel,Skeletons,Ice Spirit,The Log,Rocket","Zap,Giant,Wizard,Heal Spirit,Tornado,Sparky,Skeletons,Mini P.E.K.K.A",f69f043774bb4823e0c3643e10bf09d1,8393f9d235b2a76feb6520479fc490b6,7728,7468
20260614T113620.000Z,pathOfLegend,Ranked1v1_NewArena,#UV2UJQLCL,Manish,0,2613.0,#VJCJRJCG9,Ijihu❤️shiyuu,0,2713.0,DRAW,"Cannon,Mighty Miner,Princess,Goblin Barrel,Skeletons,Ice Spirit,The Log,Rocket","Skeleton Army,Knight,Goblin Barrel,Ice Spirit,Inferno Tower,Princess,The Log,Dart Goblin",f69f043774bb4823e0c3643e10bf09d1,7a36d3eb9da3436932dd45a515a5222c,7678,7678
20260614T113051.000Z,pathOfLegend,Ranked1v1_NewArena,#UV2UJQLCL,Manish,3,2585.0,#28C2JC9V2,tw nandomini__,1,2562.0,WIN,"Cannon,Mighty Miner,Princess,Goblin Barrel,Skeletons,Ice Spirit,The Log,Rocket","Wizard,Giant,Mini P.E.K.K.A,Heal Spirit,Tornado,Sparky,Skeletons,Zap",f69f043774bb4823e0c3643e10bf09d1,8393f9d235b2a76feb6520479fc490b6,329,0
20260614T101607.000Z,pathOfLegend,Ranked1v1_NewArena,#UV2UJQLCL,Manish,0,2585.0,#20PRCUJ0LR,Ijihu,0,2702.0,DRAW,"Cannon,Mighty Miner,Princess,Goblin Barrel,Skeletons,Ice Spirit,The Log,Rocket","Skeleton Army,Knight,Goblin Barrel,Dart Goblin,Princess,Ice Spirit,Inferno Tower,The Log",f69f043774bb4823e0c3643e10bf09d1,7a36d3eb9da3436932dd45a515a5222c,7678,7678
20260614T101053.000Z,pathOfLegend,Ranked1v1_NewArena,#UV2UJQLCL,Manish,0,2625.0,#P8P0Q8CJ,Turan✨,1,2493.0,LOSS,"Cannon,Mighty Miner,Princess,Goblin Barrel,Skeletons,Ice Spirit,The Log,Rocket","Royal Giant,Barbarian Barrel,Royal Ghost,Hunter,Fireball,Skeletons,Electro Spirit,Fisherman",f69f043774bb4823e0c3643e10bf09d1,75cc742332d9c9b6f562c44e8c8be85c,7699,7699
20260614T100151.000Z,pathOfLegend,Ranked1v1_NewArena,#UV2UJQLCL,Manish,1,2591.0,#208YRUG9Y8,FoNiX.,0,2648.0,WIN,"Cannon,Mighty Miner,Princess,Goblin Barrel,Skeletons,Ice Spirit,The Log,Rocket","Battle Ram,Mini P.E.K.K.A,Inferno Dragon,Mother Witch,Freeze,Mega Knight,Zap,Bomber",f69f043774bb4823e0c3643e10bf09d1,669011b46a13c46d739f04765a49d631,6619,6619
